Date,Ticker,Close,Volume,sentiment
2019-12-31,BA,325.760009765625,4958800.0,0.0
2020-01-01,BA,325.760009765625,4958800.0,0.0
2020-01-02,BA,333.32000732421875,4544400.0,0.0
2020-01-03,BA,332.760009765625,3875900.0,0.0
2020-01-04,BA,332.760009765625,3875900.0,0.0
2020-01-05,BA,332.760009765625,3875900.0,0.0
2020-01-06,BA,333.739990234375,5355000.0,0.0
2020-01-07,BA,337.2799987792969,9898600.0,-0.003500000000000003
2020-01-08,BA,331.3699951171875,8239200.0,-0.6908
2020-01-09,BA,336.3399963378906,8175600.0,0.0
2020-01-10,BA,329.9200134277344,7161700.0,0.0195
2020-01-11,BA,329.9200134277344,7161700.0,0.3612
2020-01-12,BA,329.9200134277344,7161700.0,0.0
2020-01-13,BA,330.2200012207031,5648500.0,0.0
2020-01-14,BA,332.3500061035156,6945300.0,0.14303333333333332
2020-01-15,BA,329.79998779296875,4578300.0,0.0
2020-01-16,BA,332.0,4024100.0,0.1027
2020-01-17,BA,324.1499938964844,11061700.0,0.18546
2020-01-18,BA,324.1499938964844,11061700.0,0.0
2020-01-19,BA,324.1499938964844,11061700.0,0.0
2020-01-20,BA,324.1499938964844,11061700.0,0.0
2020-01-21,BA,313.3699951171875,19318000.0,0.0543
2020-01-22,BA,309.0,18792600.0,0.07634999999999999
2020-01-23,BA,317.7900085449219,9702100.0,0.1556
2020-01-24,BA,323.04998779296875,17798200.0,0.0
2020-01-25,BA,323.04998779296875,17798200.0,0.6406000000000001
2020-01-26,BA,323.04998779296875,17798200.0,0.0
2020-01-27,BA,316.6000061035156,7468100.0,0.5789
2020-01-28,BA,316.55999755859375,5502200.0,0.2422666666666667
2020-01-29,BA,322.0199890136719,12454700.0,-0.057109090909090894
2020-01-30,BA,323.29998779296875,6022000.0,-0.5267
2020-01-31,BA,318.2699890136719,4999600.0,0.0
2020-02-01,BA,318.2699890136719,4999600.0,0.0
2020-02-02,BA,318.2699890136719,4999600.0,0.0
2020-02-03,BA,316.0,4841800.0,0.0
2020-02-04,BA,317.94000244140625,3779800.0,0.0
2020-02-05,BA,329.54998779296875,6071800.0,0.0
2020-02-06,BA,341.42999267578125,12845500.0,0.6369
2020-02-07,BA,336.75,5337800.0,-0.21075
2020-02-08,BA,336.75,5337800.0,0.0
2020-02-09,BA,336.75,5337800.0,0.0
2020-02-10,BA,344.6700134277344,5876400.0,0.0
2020-02-11,BA,344.4200134277344,5311500.0,-0.41905
2020-02-12,BA,347.45001220703125,4421500.0,-0.3818
2020-02-13,BA,342.82000732421875,3783100.0,0.3048
2020-02-14,BA,340.489990234375,4199800.0,0.0
2020-02-15,BA,340.489990234375,4199800.0,0.0
2020-02-16,BA,340.489990234375,4199800.0,0.0
2020-02-17,BA,340.489990234375,4199800.0,0.0
2020-02-18,BA,338.8800048828125,2904600.0,0.0
2020-02-19,BA,338.29998779296875,4935700.0,0.0
2020-02-20,BA,336.2799987792969,2807500.0,0.0
2020-02-21,BA,330.3800048828125,3709900.0,0.0
2020-02-22,BA,330.3800048828125,3709900.0,0.0
2020-02-23,BA,330.3800048828125,3709900.0,0.0
2020-02-24,BA,317.8999938964844,6073200.0,0.0
2020-02-25,BA,304.1400146484375,8052500.0,0.0
2020-02-26,BA,305.5899963378906,6987300.0,0.0
2020-02-27,BA,287.760009765625,10982400.0,0.7264
2020-02-28,BA,275.1099853515625,15364300.0,0.31845
2020-02-29,BA,275.1099853515625,15364300.0,0.0
2020-03-01,BA,275.1099853515625,15364300.0,0.0
2020-03-02,BA,289.2699890136719,11012300.0,0.0
2020-03-03,BA,280.6199951171875,7499300.0,0.0
2020-03-04,BA,283.1199951171875,6986100.0,0.0
2020-03-05,BA,260.3699951171875,14669100.0,0.03184
2020-03-06,BA,262.3299865722656,12861800.0,0.0
2020-03-07,BA,262.3299865722656,12861800.0,0.2202
2020-03-08,BA,262.3299865722656,12861800.0,0.0
2020-03-09,BA,227.1699981689453,11585500.0,0.0
2020-03-10,BA,231.00999450683594,13059600.0,0.0
2020-03-11,BA,189.0800018310547,28503500.0,0.05047142857142856
2020-03-12,BA,154.83999633789062,31734400.0,0.2256
2020-03-13,BA,170.1999969482422,21168500.0,0.16885
2020-03-14,BA,170.1999969482422,21168500.0,0.3818
2020-03-15,BA,170.1999969482422,21168500.0,0.0
2020-03-16,BA,129.61000061035156,26844400.0,0.28555
2020-03-17,BA,124.13999938964844,54492200.0,-0.1556
2020-03-18,BA,101.88999938964844,61943200.0,-0.2931071428571429
2020-03-19,BA,97.70999908447266,40210600.0,0.44332499999999997
2020-03-20,BA,95.01000213623047,41370700.0,0.16513333333333333
2020-03-21,BA,95.01000213623047,41370700.0,0.0
2020-03-22,BA,95.01000213623047,41370700.0,0.0
2020-03-23,BA,105.62000274658203,46140100.0,0.14049999999999999
2020-03-24,BA,127.68000030517578,43683100.0,0.13601515151515153
2020-03-25,BA,158.72999572753906,77826000.0,0.15496341463414637
2020-03-26,BA,180.5500030517578,63267300.0,0.14914117647058825
2020-03-27,BA,162.0,47880200.0,-0.05795238095238096
2020-03-28,BA,162.0,47880200.0,0.148
2020-03-29,BA,162.0,47880200.0,0.0
2020-03-30,BA,152.27999877929688,51052500.0,0.332
2020-03-31,BA,149.13999938964844,29954000.0,-0.0015888888888888927
2020-04-01,BA,130.6999969482422,41899700.0,0.237
2020-04-02,BA,123.2699966430664,42372400.0,-0.0243125
2020-04-03,BA,124.5199966430664,37347400.0,0.24939999999999998
2020-04-04,BA,124.5199966430664,37347400.0,0.0
2020-04-05,BA,124.5199966430664,37347400.0,0.0
2020-04-06,BA,148.77000427246094,51085500.0,0.03753333333333333
2020-04-07,BA,141.5800018310547,56699100.0,0.05465
2020-04-08,BA,146.8699951171875,41351000.0,0.03162857142857145
2020-04-09,BA,151.83999633789062,37874200.0,0.64745
2020-04-10,BA,151.83999633789062,37874200.0,0.6369
2020-04-11,BA,151.83999633789062,37874200.0,0.0
2020-04-12,BA,151.83999633789062,37874200.0,0.0
2020-04-13,BA,147.3300018310547,26034100.0,0.0
2020-04-14,BA,141.0,33970500.0,-0.005583333333333329
2020-04-15,BA,145.97999572753906,39297600.0,0.09751111111111112
2020-04-16,BA,134.24000549316406,41364800.0,-0.1267
2020-04-17,BA,154.0,52389400.0,0.23114000000000004
2020-04-18,BA,154.0,52389400.0,0.0
2020-04-19,BA,154.0,52389400.0,0.0
2020-04-20,BA,143.61000061035156,34983800.0,0.0
2020-04-21,BA,136.3300018310547,27043800.0,0.17728750000000001
2020-04-22,BA,134.97000122070312,22734500.0,-0.4226
2020-04-23,BA,137.74000549316406,25936400.0,-0.2553
2020-04-24,BA,128.97999572753906,35884700.0,-0.05965000000000001
2020-04-25,BA,128.97999572753906,35884700.0,0.017699999999999994
2020-04-26,BA,128.97999572753906,35884700.0,0.0
2020-04-27,BA,128.67999267578125,34563000.0,0.0
2020-04-28,BA,131.3000030517578,37806900.0,0.03382222222222222
2020-04-29,BA,139.0,60454400.0,0.1355888888888889
2020-04-30,BA,141.02000427246094,37876600.0,-0.16247499999999998
2020-05-01,BA,133.3699951171875,36613100.0,0.4821
2020-05-02,BA,133.3699951171875,36613100.0,0.0
2020-05-03,BA,133.3699951171875,36613100.0,0.0
2020-05-04,BA,131.4600067138672,30708900.0,0.0
2020-05-05,BA,125.4000015258789,30621000.0,0.1148875
2020-05-06,BA,121.86000061035156,29627700.0,0.06348461538461539
2020-05-07,BA,128.64999389648438,29525000.0,0.9153
2020-05-08,BA,133.44000244140625,22695700.0,0.0
2020-05-09,BA,133.44000244140625,22695700.0,0.0
2020-05-10,BA,133.44000244140625,22695700.0,0.0
2020-05-11,BA,128.91000366210938,20055400.0,-0.4588
2020-05-12,BA,125.22000122070312,22579000.0,0.241875
2020-05-13,BA,121.5,26002000.0,0.30272000000000004
2020-05-14,BA,122.5199966430664,37499200.0,0.018420000000000002
2020-05-15,BA,120.0,26756800.0,0.06275
2020-05-16,BA,120.0,26756800.0,-0.10115
2020-05-17,BA,120.0,26756800.0,0.0
2020-05-18,BA,135.44000244140625,43781800.0,0.0
2020-05-19,BA,130.44000244140625,32373000.0,-0.064
2020-05-20,BA,133.32000732421875,21835500.0,0.0086
2020-05-21,BA,139.0,48263900.0,0.51705
2020-05-22,BA,137.52999877929688,21098800.0,-0.11315
2020-05-23,BA,137.52999877929688,21098800.0,0.0
2020-05-24,BA,137.52999877929688,21098800.0,0.0
2020-05-25,BA,137.52999877929688,21098800.0,0.0
2020-05-26,BA,144.72999572753906,30338300.0,0.0
2020-05-27,BA,149.52000427246094,32799900.0,0.0
2020-05-28,BA,149.82000732421875,34734300.0,0.0
2020-05-29,BA,145.85000610351562,33853900.0,0.0772
2020-05-30,BA,145.85000610351562,33853900.0,0.0
2020-05-31,BA,145.85000610351562,33853900.0,0.0
2020-06-01,BA,151.38999938964844,27127300.0,0.0
2020-06-02,BA,153.30999755859375,24780500.0,0.0
2020-06-03,BA,173.16000366210938,66486400.0,0.29385
2020-06-04,BA,184.3000030517578,67155600.0,0.1333625
2020-06-05,BA,205.42999267578125,99846000.0,0.12195
2020-06-06,BA,205.42999267578125,99846000.0,0.0
2020-06-07,BA,205.42999267578125,99846000.0,0.0
2020-06-08,BA,230.5,80902800.0,-0.18765
2020-06-09,BA,216.74000549316406,66688700.0,0.05208571428571427
2020-06-10,BA,203.41000366210938,90384900.0,0.24436666666666665
2020-06-11,BA,170.0,103212800.0,0.15853636363636367
2020-06-12,BA,189.50999450683594,89550100.0,-0.04746874999999999
2020-06-13,BA,189.50999450683594,89550100.0,0.0
2020-06-14,BA,189.50999450683594,89550100.0,0.0
2020-06-15,BA,190.94000244140625,78612900.0,0.3922666666666667
2020-06-16,BA,197.77000427246094,76496900.0,0.2891230769230769
2020-06-17,BA,192.5399932861328,53085400.0,-0.10784444444444442
2020-06-18,BA,192.2899932861328,60849900.0,0.12936666666666666
